,Unnamed: 0,Open,High,Low,Close
0,0,0.9999999999999999,1.2,0.9999999999999999,1.2
1,1,1.2,1.4,1.2,1.4
2,2,1.4,1.6,1.4,1.6
3,3,1.6,1.8,1.6,1.8
4,4,1.8,2.0,1.8,2.0
5,5,2.0,2.0,1.8,1.8
6,6,1.8,1.8,1.6,1.6
7,7,1.6,1.6,1.400000000000001,1.400000000000001
8,8,1.400000000000001,1.400000000000001,1.2,1.2
9,9,1.2,1.2,1.0,1.0
10,10,1.0,1.0,0.8000000000000003,0.8000000000000003
11,11,0.8000000000000003,0.8000000000000003,0.6000000000000001,0.6000000000000001
12,12,0.6000000000000001,0.6000000000000001,0.4000000000000002,0.4000000000000002
13,13,0.4000000000000002,0.4000000000000002,0.1999999999999992,0.1999999999999992
14,14,0.1999999999999992,0.1999999999999992,0.0,0.0
15,15,0.0,0.1999999999999998,0.0,0.1999999999999998
16,16,0.1999999999999998,0.3999999999999997,0.1999999999999998,0.3999999999999997
17,17,0.3999999999999997,0.5999999999999996,0.3999999999999997,0.5999999999999996
18,18,0.5999999999999996,0.8000000000000008,0.5999999999999996,0.8000000000000008
19,19,0.8000000000000008,0.9999999999999998,0.8000000000000008,0.9999999999999998
20,20,0.9999999999999998,1.2,0.9999999999999998,1.2
21,21,1.2,1.4,1.2,1.4
22,22,1.4,1.6,1.4,1.6
23,23,1.6,1.800000000000001,1.6,1.800000000000001
24,24,1.800000000000001,2.0,1.800000000000001,2.0
25,25,2.0,2.0,1.800000000000002,1.800000000000002
26,26,1.800000000000002,1.800000000000002,1.600000000000001,1.600000000000001
27,27,1.600000000000001,1.600000000000001,1.399999999999999,1.399999999999999
28,28,1.399999999999999,1.399999999999999,1.199999999999999,1.199999999999999
29,29,1.199999999999999,1.199999999999999,1.0,1.0
30,30,1.0,1.0,0.8000000000000015,0.8000000000000015
31,31,0.8000000000000015,0.8000000000000015,0.6000000000000003,0.6000000000000003
32,32,0.6000000000000003,0.6000000000000003,0.3999999999999992,0.3999999999999992
33,33,0.3999999999999992,0.3999999999999992,0.1999999999999992,0.1999999999999992
34,34,0.1999999999999992,0.1999999999999992,0.0,0.0
35,35,0.0,0.1999999999999984,0.0,0.1999999999999984
36,36,0.1999999999999984,0.3999999999999996,0.1999999999999984,0.3999999999999996
37,37,0.3999999999999996,0.6000000000000008,0.3999999999999996,0.6000000000000008
38,38,0.6000000000000008,0.7999999999999996,0.6000000000000008,0.7999999999999996
39,39,0.7999999999999996,0.9999999999999984,0.7999999999999996,0.9999999999999984
40,40,0.9999999999999984,1.2,0.9999999999999984,1.2
41,41,1.2,1.400000000000001,1.2,1.400000000000001
42,42,1.400000000000001,1.6,1.400000000000001,1.6
43,43,1.6,1.800000000000001,1.6,1.800000000000001
44,44,1.800000000000001,2.0,1.800000000000001,2.0
45,45,2.0,2.0,1.799999999999999,1.799999999999999
46,46,1.799999999999999,1.799999999999999,1.600000000000001,1.600000000000001
47,47,1.600000000000001,1.600000000000001,1.399999999999999,1.399999999999999
48,48,1.399999999999999,1.399999999999999,1.200000000000001,1.200000000000001
49,49,1.200000000000001,1.200000000000001,0.9999999999999993,0.9999999999999993
50,50,0.9999999999999993,0.9999999999999993,0.8000000000000005,0.8000000000000005
51,51,0.8000000000000005,0.8000000000000005,0.5999999999999994,0.5999999999999994
52,52,0.5999999999999994,0.5999999999999994,0.3999999999999982,0.3999999999999982
53,53,0.3999999999999982,0.3999999999999982,0.1999999999999994,0.1999999999999994
54,54,0.1999999999999994,0.1999999999999994,0.0,0.0
55,55,0.0,0.2000000000000005,0.0,0.2000000000000005
